2021-01-30 00:35:00	720	Robert Vidrio	0x487	False			765							False		134.71337579617833	240.76433121019107				586		47.77070063694267	False		387	activists			98.72611464968152										202.22929936305732	301.27388535031844							14.968152866242038	True		71.01910828025477		
2021-01-07 08:27:00	605	Dexter Webb	0x3ce	True			293							False		12.738853503184712	160.19108280254775				190		10.509554140127388	True		551	circumstances			151.9108280254777										118.47133757961782	98.08917197452229							278.343949044586	True		235.66878980891718		
2021-01-04 11:12:00	489	Roger Archuleta	0x313	False			830							True		76.7515923566879	254.14012738853503				61		121.97452229299363	True		818	nude			284.0764331210191										139.80891719745222	164.96815286624204							171.9745222929936	False		276.75159235668787		
2021-01-16 06:41:00	731	Maria Larose	0x498	True			540							True		65.60509554140127	94.5859872611465				379		9.872611464968152	False		359	casa			293.9490445859872										193.63057324840764	248.0891719745223							41.401273885350314	True		294.9044585987261		
2021-01-21 04:51:00	597	Judith Young	0x3c1	False			815							True		244.9044585987261	275.1592356687898				863		223.88535031847132	False		275	forecasts			257.3248407643312										229.29936305732483	22.292993630573246							288.21656050955414	False		249.36305732484075		
2021-01-15 00:55:00	283	Susan Montano	0x1c7	False			578							True		161.1464968152866	208.28025477707004				549		133.7579617834395	True		169	liz			178.98089171974522										2.8662420382165603	242.6751592356688							208.59872611464968	True		259.2356687898089		
2021-01-17 03:34:00	550	Lonnie Taylor	0x375	False			745							True		295.54140127388536	12.420382165605096				709		48.72611464968153	False		914	abraham			157.64331210191082										64.64968152866241	156.05095541401272							154.77707006369425	True		183.75796178343947		
2021-01-14 08:18:00	2	Myrtle Owens	0x3	True			32							False		299.68152866242036	236.30573248407643				708		2.229299363057325	False		8	tgp			162.10191082802547										68.78980891719745	176.7515923566879							189.80891719745222	True		318.1528662420382		
2021-01-30 03:34:00	323	John Gates	0x208	False			482							False		144.26751592356686	36.62420382165605				348		204.14012738853503	True		242	dealers			8.9171974522293										309.2356687898089	272.61146496815286							309.2356687898089	True		309.2356687898089		
2021-01-14 05:19:00	154	Diane Larocca	0xf7	True			699							True		25.159235668789808	284.71337579617835				598		66.56050955414013	True		514	appropriate			172.29299363057325										284.3949044585987	20.063694267515924							41.0828025477707	False		177.70700636942675		
2021-01-05 10:49:00	860	Lorraine Mcneal	0x568	True			235							False		157.00636942675158	180.5732484076433				767		211.78343949044586	True		355	overview			273.5668789808917										280.5732484076433	287.57961783439487							31.528662420382165	False		302.86624203821657		
2021-01-15 02:07:00	938	Mary Freeland	0x5e6	False			787							False		237.5796178343949	132.484076433121				977		181.84713375796179	False		288	nhl			57.00636942675159										195.54140127388536	101.27388535031847							96.4968152866242	False		180.5732484076433		
2021-01-10 01:19:00	909	John Shaffer	0x5b7	False			827							True		77.07006369426752	31.84713375796178				132		263.69426751592357	False		190	decrease			47.452229299363054										142.6751592356688	199.68152866242036							131.21019108280254	True		73.88535031847134		
2021-01-27 09:51:00	451	Mitchell Corbridge	0x2d6	False			281							True		20.700636942675157	134.39490445859872				372		125.47770700636943	True		957	simpson			147.13375796178343										300.95541401273886	100.31847133757961							315.28662420382165	False		55.4140127388535		
2021-01-15 10:27:00	36	Michael Oberry	0x39	False			500							True		15.92356687898089	300.95541401273886				5		295.85987261146494	True		508	sacrifice			36.94267515923567										202.86624203821654	227.3885350318471							40.445859872611464	False		78.02547770700636		
2021-01-27 03:00:00	533	Colleen Drouin	0x35a	False			131							True		109.23566878980891	16.560509554140125				194		67.51592356687898	True		729	bits			94.5859872611465										257.6433121019108	83.75796178343948							239.4904458598726	False		134.0764331210191		
2021-01-28 07:44:00	57	Jess Doerr	0x5b	False			599							False		13.05732484076433	48.089171974522294				112		264.6496815286624	True		357	license			252.86624203821654										93.94904458598725	285.03184713375794							215.28662420382165	False		156.05095541401272		
2021-01-03 03:40:00	672	Darren Miller	0x439	True			422							True		237.2611464968153	246.17834394904457				134		260.50955414012736	False		108	curve			35.98726114649681										272.2929936305732	24.203821656050955							125.79617834394904	True		304.45859872611464		
2021-01-15 11:10:00	661	Teresa Wilson	0x428	True			729							True		255.7324840764331	55.095541401273884				833		136.62420382165604	True		976	given			71.97452229299363										117.83439490445859	159.55414012738854							81.21019108280254	False		232.1656050955414		
2021-01-01 10:56:00	202	Mary Sprague	0x145	False			992							True		294.5859872611465	210.828025477707				608		96.4968152866242	False		335	costumes			45.54140127388535										168.15286624203821	81.52866242038216							8.9171974522293	True		192.03821656050954		
2021-01-19 08:52:00	725	Ralph Ruiz	0x48f	True			471							True		79.93630573248407	91.0828025477707				573		130.89171974522293	False		46	rh			276.11464968152865										105.09554140127388	173.56687898089172							197.45222929936304	False		307.0063694267516		
2021-01-27 02:35:00	107	Ann Tappin	0xac	False			467							True		24.840764331210192	164.96815286624204				520		28.662420382165603	True		17	philosophy			1.592356687898089										48.089171974522294	264.3312101910828							140.12738853503186	True		283.1210191082802		
2021-01-09 04:58:00	682	Gordon Martinez	0x44a	True			930							True		122.61146496815286	139.80891719745222				441		68.47133757961784	False		13	matches			96.81528662420382										231.84713375796179	33.75796178343949							294.26751592356686	False		180.89171974522293		
2021-01-10 04:36:00	892	Sandra Ostrzyeki	0x59c	True			552							False		40.12738853503185	28.343949044585987				744		229.93630573248407	True		125	games			14.012738853503183										220.70063694267515	119.7452229299363							261.4649681528662	True		146.17834394904457		
2021-01-02 03:25:00	817	Linda Spachtholz	0x523	True			81							True		284.0764331210191	249.36305732484075				198		121.3375796178344	False		492	okay			103.50318471337579										230.89171974522293	115.92356687898089							282.484076433121	False		25.796178343949045		
2021-01-25 04:40:00	586	Johnny Moore	0x3af	True			345							True		79.29936305732484	289.171974522293				249		49.044585987261144	False		475	fo			108.59872611464968										16.24203821656051	279.29936305732485							0.3184713375796178	True		6.050955414012739		
2021-01-21 09:00:00	357	Jesse Vonbraunsberg	0x23e	False			256							False		2.229299363057325	282.80254777070064				369		230.5732484076433	True		886	pages			222.92993630573247										51.910828025477706	230.89171974522293							73.2484076433121	True		200.3184713375796		
2021-01-04 08:47:00	282	Deborah Scott	0x1c6	True			744							False		50.318471337579616	156.68789808917197				469		183.75796178343947	True		462	roulette			29.617834394904456										55.73248407643312	273.2484076433121							114.96815286624204	True		281.8471337579618		
2021-01-08 02:53:00	996	Pearl Jackson	0x643	False			847							True		289.8089171974522	317.19745222929936				798		226.11464968152865	False		717	caribbean			309.87261146496814										90.12738853503184	69.10828025477707							269.42675159235665	False		142.6751592356688		
2021-01-29 06:13:00	159	Gladys Wheeler	0xff	True			241							False		53.503184713375795	28.662420382165603				22		309.87261146496814	True		610	ira			126.43312101910827										272.61146496815286	274.5222929936306							79.61783439490445	False		77.07006369426752		
2021-01-09 05:35:00	544	Gayle Jimenez	0x36b	True			182							False		292.6751592356688	299.04458598726114				403		69.10828025477707	True		205	recorder			263.0573248407643										32.1656050955414	233.75796178343947							258.28025477707007	True		270.70063694267515		
