928	2021-01-29 10:08:00	928	Vera Meeler	0x5d6					False	converted	565	306.0509554140127			False	True			True									row														False	974					True				True	212.42038216560508	70.70063694267516
784	2021-01-20 06:25:00	784	Marie Roper	0x4ee					True	knowing	438	15.605095541401273			True	True			True									hp														False	566					True				True	261.14649681528664	212.42038216560508
393	2021-01-14 07:13:00	393	Miriam Baker	0x278					False	parcel	522	123.88535031847134			True	False			False									theme														False	453					True				False	7.32484076433121	268.4713375796178
930	2021-01-06 08:34:00	930	Joe Richardson	0x5d9					True	mountain	841	49.044585987261144			False	False			False									accordance														True	19					True				True	284.71337579617835	125.47770700636943
49	2021-01-16 00:51:00	49	Janet Huffman	0x4e					False	dv	613	224.84076433121018			True	False			True									strictly														False	834					True				False	151.9108280254777	163.05732484076432
493	2021-01-13 04:32:00	493	Jay Jackson	0x319					False	opt	627	146.4968152866242			True	False			True									mouse														False	112					True				True	13.05732484076433	16.24203821656051
40	2021-01-09 10:28:00	40	Catherine Triggs	0x40					False	topic	508	41.0828025477707			True	False			False									cohen														False	147					True				False	28.025477707006367	11.146496815286623
647	2021-01-01 00:51:00	647	Leo Martin	0x411					False	elementary	114	59.87261146496815			False	True			True									authentication														True	381					True				False	119.7452229299363	23.248407643312103
119	2021-01-20 01:43:00	119	Catherine Tolston	0xbf					False	url	946	52.866242038216555			False	False			False									thumbs														False	994					True				True	253.18471337579618	210.5095541401274
919	2021-01-21 00:17:00	919	Clinton Williams	0x5c7					True	relocation	378	86.62420382165605			False	True			True									residents														False	461					True				False	40.76433121019108	106.05095541401273
545	2021-01-13 06:38:00	545	Fred Carson	0x36d					False	needs	429	58.917197452229296			True	True			True									mhz														False	203					False				False	2.229299363057325	86.30573248407643
323	2021-01-07 00:01:00	323	Elizabeth Wilcox	0x208					True	concerning	759	293.312101910828			False	True			True									yacht														True	772					False				False	210.828025477707	155.7324840764331
363	2021-01-11 05:28:00	363	Jack Cooper	0x248					False	retention	638	135.35031847133757			True	True			False									hardly														True	135					True				True	192.6751592356688	74.84076433121018
694	2021-01-01 07:17:00	694	Carol Turley	0x45d					False	camera	819	272.2929936305732			False	False			True									gnu														True	333					False				False	292.35668789808915	42.038216560509554
622	2021-01-27 02:18:00	622	Catherine Boyd	0x3e9					True	anti	463	67.19745222929936			False	False			False									due														False	789					False				False	56.68789808917197	154.77707006369425
582	2021-01-11 03:00:00	582	Frank Bowman	0x3a9					False	foreign	989	49.36305732484076			True	True			True									fifty														False	372					True				True	203.5031847133758	48.40764331210191
579	2021-01-29 01:00:00	579	Samuel Elmendorf	0x3a4					False	perth	694	286.30573248407643			True	True			False									reel														True	828					False				False	277.38853503184714	25.477707006369425
669	2021-01-22 01:57:00	669	Claudia Wheaton	0x435					False	sound	270	301.5923566878981			True	False			True									consecutive														False	857					True				True	61.78343949044586	30.573248407643312
721	2021-01-16 03:09:00	721	Lorraine Rutz	0x488					True	croatia	666	318.1528662420382			False	True			False									lectures														False	498					True				False	313.37579617834393	272.2929936305732
89	2021-01-17 01:38:00	89	Gina Pryor	0x8f					True	poet	821	194.9044585987261			False	False			True									map														True	924					False				True	82.1656050955414	0.9554140127388535
835	2021-01-25 08:54:00	835	Stefanie Schenk	0x540					False	constructed	333	305.7324840764331			False	True			True									baby														False	3					False				False	148.72611464968153	144.9044585987261
115	2021-01-23 06:39:00	115	Debra Mascaro	0xb9					False	james	792	128.02547770700636			True	False			True									professionals														False	300					True				False	220.06369426751593	131.84713375796179
505	2021-01-23 01:54:00	505	Michelle Deer	0x32d					True	telecom	244	70.38216560509554			False	True			False									strips														True	400					False				True	57.00636942675159	188.21656050955414
242	2021-01-23 03:20:00	242	Christopher Farr	0x185					True	english	140	257.0063694267516			False	True			True									nervous														True	751					True				False	107.3248407643312	60.509554140127385
361	2021-01-10 04:57:00	361	Bryant Edwards	0x245					True	throw	500	126.11464968152866			True	True			False									priorities														False	550					False				False	59.23566878980891	10.509554140127388
782	2021-01-24 06:35:00	782	Howard Tubbs	0x4eb					False	dsc	502	197.77070063694268			True	False			False									collectible														False	589					True				False	226.11464968152865	253.18471337579618
948	2021-01-04 07:31:00	948	William Harrison	0x5f6					False	sympathy	238	282.16560509554137			True	False			True									moments														False	113					True				False	215.60509554140125	121.3375796178344
453	2021-01-10 09:32:00	453	Olympia Sahsman	0x2d9					True	advisor	521	162.42038216560508			True	True			True									meaningful														False	213					True				False	282.16560509554137	224.84076433121018
372	2021-01-10 00:45:00	372	Brett Urbina	0x256					True	radar	76	187.8980891719745			False	True			True									terminal														False	877					False				True	70.06369426751593	43.94904458598726
421	2021-01-05 04:51:00	421	Thomas Christofferso	0x2a5					False	bicycle	276	304.45859872611464			True	False			False									variance														True	396					True				False	47.452229299363054	94.26751592356688
310	2021-01-10 03:37:00	310	Richard Walker	0x1f3					True	professional	497	79.29936305732484			False	False			True									node														True	179					True				True	167.8343949044586	134.0764331210191
698	2021-01-04 03:53:00	698	Joseph Niemann	0x463					True	whole	375	5.732484076433121			False	True			False									lawsuit														True	755					False				False	193.94904458598725	190.76433121019107
163	2021-01-24 06:39:00	163	Gail Gault	0x106					False	banners	75	135.98726114649682			True	False			False									affairs														False	878					False				False	111.14649681528662	242.35668789808915
537	2021-01-08 01:51:00	537	Ernesto Orlando	0x360					True	rd	62	180.25477707006368			False	True			False									bottles														True	79					False				False	192.03821656050954	249.04458598726114
918	2021-01-09 01:25:00	918	Shelly Cooke	0x5c5					False	penny	293	150.0			True	True			True									cbs														False	66					False				True	49.36305732484076	199.68152866242036
889	2021-01-20 08:54:00	889	Mark Berger	0x597					False	assessments	324	120.06369426751591			True	True			True									stuffed														False	489					True				False	97.77070063694268	47.13375796178344
627	2021-01-07 00:35:00	627	Donald Bolduc	0x3f1					False	example	785	113.05732484076432			True	True			True									preceding														True	896					True				True	280.2547770700637	256.68789808917194
141	2021-01-29 03:12:00	141	Alan Rivera	0xe3					True	bills	168	257.3248407643312			False	True			True									mats														False	549					False				True	197.45222929936304	78.34394904458598
57	2021-01-29 03:17:00	57	Michael Zwiebel	0x5b					False	fy	770	233.12101910828025			False	False			True									loaded														True	360					True				True	15.286624203821656	164.64968152866243
850	2021-01-15 02:49:00	850	Eleanor Lee	0x558					True	minimal	196	254.45859872611464			False	False			True									laundry														False	365					False				True	189.80891719745222	265.28662420382165
463	2021-01-11 02:31:00	463	Michele Tozier	0x2e9					True	releases	82	107.96178343949045			True	False			True									pp														False	915					False				False	187.2611464968153	121.97452229299363
22	2021-01-02 08:50:00	22	Dorothy Burroughs	0x23					True	updating	525	24.522292993630572			True	True			False									refund														False	821					False				False	299.04458598726114	24.522292993630572
23	2021-01-18 07:25:00	23	Diane Sova	0x25					True	premises	651	152.22929936305732			False	False			False									gel														False	222					True				False	287.57961783439487	268.78980891719743
445	2021-01-12 07:58:00	445	Chester Cervantes	0x2cc					True	review	437	89.80891719745223			False	True			True									trio														False	157					False				False	37.5796178343949	76.7515923566879
193	2021-01-28 06:29:00	193	June Moe	0x136					False	tells	268	307.6433121019108			True	True			False									representations														False	855					False				False	203.18471337579618	134.71337579617833
656	2021-01-17 09:03:00	656	Sparkle Hard	0x420					False	offensive	92	276.75159235668787			True	False			True									connect														True	900					False				True	25.159235668789808	127.38853503184713
158	2021-01-11 04:12:00	158	Vincent Pilkinton	0xfe					False	aspnet	300	195.54140127388536			True	False			True									inclusive														False	398					True				True	270.0636942675159	102.54777070063695
527	2021-01-08 05:54:00	527	Daniel Johnson	0x350					True	his	810	238.53503184713375			True	True			False									behavioral														False	313					False				False	286.94267515923565	201.27388535031847
438	2021-01-29 04:07:00	438	Virginia Smith	0x2c1					True	click	251	141.71974522292993			False	False			True									away														True	850					True				False	246.17834394904457	27.388535031847134
