2021-01-06 01:09:00	0	Tyrone Closson	0x0						166.87898089171975	mainly	889			age	False	953	393	649							advice						18.471337579617835		False	chi		rear					False				rid		450			True		235.35031847133757	
2021-01-07 08:08:00	1	Violet Todd	0x1						83.12101910828025	guardian	836			submitted	True	306	415	216							showed						171.3375796178344		False	region		utilization					True				sufficient		830			True		34.71337579617834	
2021-01-07 05:24:00	2	Jamie Dudley	0x3						189.171974522293	acquisitions	513			weak	False	71	781	298							map						151.27388535031847		False	pocket		buyer					False				eclipse		45			False		304.45859872611464	
2021-01-27 11:05:00	3	Shawn Oppegard	0x4						53.503184713375795	basketball	852			terminology	True	709	383	511							lectures						41.401273885350314		True	gravity		visits					False				jackson		96			True		315.28662420382165	
2021-01-10 07:03:00	4	Maurice Gonzales	0x6						120.38216560509554	phi	764			sciences	True	91	323	674							chi						28.980891719745223		False	homeless		polls					False				quoted		446			True		299.68152866242036	
2021-01-04 04:29:00	5	Steve Moore	0x8						135.66878980891718	oclc	982			sv	False	653	503	456							actively						313.37579617834393		False	buzz		typical					False				frog		14			False		220.70063694267515	
2021-01-15 05:06:00	6	Doris Anderson	0x9						49.681528662420384	indie	128			administered	True	554	2	181							possess						53.503184713375795		False	euros		backed					True				wide		34			False		140.12738853503186	
2021-01-16 08:41:00	7	David Favors	0xb						69.10828025477707	variable	962			moderators	True	793	164	284							junk						25.159235668789808		True	responsibilities		booty					True				grounds		437			True		56.36942675159236	
2021-01-10 05:19:00	8	Tara Mefford	0xc						185.66878980891718	panama	745			carol	True	401	999	816							state						186.94267515923565		False	transferred		barely					True				never		125			False		24.840764331210192	
2021-01-09 01:25:00	9	Tracy Furlow	0xe						255.09554140127386	afford	610			narrative	False	10	881	449							busy						136.30573248407643		True	mechanisms		archives					False				anchor		24			False		231.84713375796179	
2021-01-16 04:38:00	10	Robert Faulkner	0x10						63.37579617834395	overview	73			anxiety	False	701	927	249							projects						270.0636942675159		True	crucial		mini					True				declaration		943			True		202.22929936305732	
2021-01-22 09:42:00	11	Paul Hart	0x11						289.8089171974522	theory	308			claim	True	742	951	814							efforts						308.9171974522293		True	opposed		memories					False				praise		193			True		296.4968152866242	
2021-01-27 02:11:00	12	Rosalyn Wedderburn	0x13						43.63057324840764	ambien	90			scanning	True	382	779	139							tommy						15.605095541401273		True	gospel		army					True				era		928			True		216.2420382165605	
2021-01-16 05:35:00	13	Jessica Rodriquez	0x14						241.08280254777068	dakota	711			screen	True	461	495	987							nu						39.49044585987261		True	blame		eleven					True				rhythm		84			False		295.85987261146494	
2021-01-17 05:50:00	14	Cynthia Martin	0x16						80.2547770700637	satisfactory	474			father	True	635	709	373							tight						1.592356687898089		True	contrast		halo					False				ourselves		149			True		159.2356687898089	
2021-01-10 04:03:00	15	Lisa Mays	0x18						86.30573248407643	vaccine	663			bedding	False	347	350	643							geek						1.2738853503184713		False	innocent		however					False				subjects		343			True		126.43312101910827	
2021-01-26 04:48:00	16	Michael Huizar	0x19						70.38216560509554	eyes	297			kits	False	303	648	304							lace						311.14649681528664		True	desert		commercial					False				origins		910			True		276.11464968152865	
2021-01-02 02:11:00	17	Maribel Tyson	0x1b						277.0700636942675	coleman	895			equilibrium	False	137	517	902							jay						258.28025477707007		False	sys		herb					True				bedrooms		727			False		6.369426751592356	
