2021-01-20 09:55:00	0	Lamar Whitfield	0x0		luke		225.79617834394904		940		408	81.52866242038216			832			False	269.42675159235665			5.414012738853503		False			665						103.18471337579618			135.66878980891718											192.6751592356688			sunny	kenny	rg	
2021-01-19 08:28:00	1	John Stringfellow	0x1		accompanying		117.51592356687898		678		394	209.87261146496814			175			False	260.50955414012736			192.6751592356688		True			938						32.1656050955414			181.52866242038215											99.36305732484077			vulnerable	shipments	companies	
2021-01-04 06:41:00	2	David Guerrant	0x3		rapid		246.49681528662418		254		642	52.866242038216555			575			True	119.42675159235668			32.48407643312102		True			382						130.25477707006368			125.1592356687898											265.92356687898086			peoples	deny	knight	
2021-01-06 08:44:00	3	Charles Ortega	0x4		hygiene		135.35031847133757		458		145	294.26751592356686			474			False	1.592356687898089			1.592356687898089		True			364						244.26751592356686			207.00636942675158											287.57961783439487			urw	rolled	mel	
2021-01-12 03:15:00	4	Lyle Sloan	0x6		metals		272.61146496815286		266		724	234.71337579617833			86			True	177.70700636942675			71.3375796178344		False			694						31.528662420382165			174.20382165605096											234.39490445859872			specification	achievement	franchise	
2021-01-27 05:12:00	5	Lillian Nash	0x8		cruise		4.140127388535031		945		730	83.12101910828025			256			True	51.27388535031847			260.50955414012736		False			51						182.80254777070064			261.4649681528662											308.28025477707007			capture	played	corp	
2021-01-08 10:14:00	6	Karen Johnson	0x9		psi		281.8471337579618		641		537	80.5732484076433			318			False	128.98089171974522			293.9490445859872		True			748						88.85350318471338			124.52229299363057											262.1019108280255			huge	bradley	nursing	
2021-01-28 05:38:00	7	Anna Burkle	0xb		kinds		170.06369426751593		856		4	17.197452229299362			814			True	85.9872611464968			20.38216560509554		True			594						152.86624203821654			91.71974522292993											40.445859872611464			engineers	logging	steady	
2021-01-30 11:53:00	8	Jack Smith	0xc		fountain		188.21656050955414		464		391	266.8789808917197			219			False	64.96815286624204			39.49044585987261		False			627						103.50318471337579			54.458598726114644											269.10828025477707			mutual	youth	south	
2021-01-30 04:38:00	9	Dwayne Diaz	0xe		cos		293.63057324840764		575		629	201.27388535031847			753			False	269.7452229299363			161.78343949044586		False			687						139.80891719745222			298.0891719745223											76.7515923566879			harmful	mile	humans	
2021-01-14 09:54:00	10	James Roque	0x10		balance		44.904458598726116		307		247	35.6687898089172			365			False	168.47133757961782			285.3503184713376		False			398						280.5732484076433			214.3312101910828											252.86624203821654			nuclear	million	rob	
2021-01-07 03:30:00	11	James Batten	0x11		larry		294.5859872611465		209		673	69.10828025477707			334			False	47.77070063694267			66.2420382165605		True			521						316.56050955414014			263.0573248407643											310.50955414012736			durham	voyuer	wishes	
2021-01-08 04:51:00	12	Benjamin Tucker	0x13		days		232.80254777070064		20		898	115.92356687898089			159			True	121.01910828025477			312.10191082802544		True			907						89.80891719745223			105.73248407643311											196.81528662420382			lower	tend	local	
2021-01-07 06:55:00	13	Danielle Stevens	0x14		salon		255.7324840764331		826		822	88.53503184713375			548			False	70.38216560509554			45.22292993630573		True			304						197.45222929936304			268.4713375796178											221.9745222929936			ni	simple	visibility	
2021-01-05 06:00:00	14	Armando Bennet	0x16		wild		174.52229299363057		800		577	288.21656050955414			392			False	236.62420382165604			301.5923566878981		False			84						58.59872611464968			31.210191082802545											179.29936305732483			various	requiring	intel	
